player_id,goals,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
5586,3,13,30.2,2.71,0.82,0.07,0.23,16.1,0,0,0,5.4,5.4,0.13,-2.4,-2.4
5587,0,2,16.7,0.74,0.12,0.0,0.0,23.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
5588,0,5,17.9,2.01,0.36,0.0,0.0,29.2,0,0,0,0.8,0.8,0.03,-0.8,-0.8
5589,0,2,33.3,0.43,0.14,0.0,0.0,16.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3
5590,1,10,45.5,1.68,0.76,0.05,0.1,22.2,4,0,0,1.7,1.7,0.08,-0.7,-0.7
5591,0,2,50.0,0.32,0.16,0.0,0.0,20.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
5592,1,4,44.4,0.6,0.27,0.11,0.25,20.7,0,0,0,0.4,0.4,0.04,0.6,0.6
5593,0,0,0.0,0.17,0.0,0.0,0.0,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5594,0,0,0.0,0.94,0.0,0.0,0.0,27.4,1,0,0,0.3,0.3,0.03,-0.3,-0.3
5595,0,0,0.0,0.35,0.0,0.0,0.0,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5596,0,3,50.0,0.72,0.36,0.0,0.0,27.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
5597,1,3,50.0,0.68,0.34,0.17,0.33,13.3,0,0,0,1.2,1.2,0.2,-0.2,-0.2
5598,2,7,35.0,2.67,0.93,0.1,0.29,15.0,0,0,0,2.3,2.3,0.12,-0.3,-0.3
5599,0,0,0.0,0.13,0.0,0.0,0.0,36.0,0,0,0,0.0,0.0,0.02,0.0,0.0
5600,0,4,33.3,2.71,0.9,0.0,0.0,20.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0
5601,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5602,0,1,20.0,2.51,0.5,0.0,0.0,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
5603,0,2,50.0,1.68,0.84,0.0,0.0,23.8,1,0,0,0.2,0.2,0.06,-0.2,-0.2
5604,0,0,0.0,1.5,0.0,0.0,0.0,29.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5606,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5607,4,9,29.0,1.4,0.41,0.13,0.44,27.4,5,0,0,1.3,1.3,0.04,2.7,2.7
5608,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5609,2,6,35.3,0.81,0.28,0.12,0.33,19.0,0,0,0,1.5,1.5,0.09,0.5,0.5
5610,2,5,20.0,1.27,0.25,0.04,0.2,24.6,3,1,1,1.8,1.0,0.04,0.2,0.0
5611,6,14,32.6,2.38,0.77,0.12,0.36,13.4,0,1,1,6.7,5.9,0.14,-0.7,-0.9
5612,3,12,41.4,1.77,0.73,0.1,0.25,17.7,0,0,0,2.8,2.8,0.1,0.2,0.2
5613,0,2,25.0,0.45,0.11,0.0,0.0,13.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
5614,1,3,42.9,0.41,0.18,0.14,0.33,15.4,0,0,0,0.5,0.5,0.08,0.5,0.5
5615,1,1,11.1,0.54,0.06,0.11,1.0,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
5616,0,1,11.1,0.62,0.07,0.0,0.0,29.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2
5617,1,5,29.4,1.21,0.36,0.06,0.2,29.1,0,0,0,0.4,0.4,0.02,0.6,0.6
5618,0,2,33.3,0.5,0.17,0.0,0.0,18.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
5619,2,8,36.4,1.91,0.7,0.09,0.25,22.0,0,0,0,1.7,1.7,0.08,0.3,0.3
5620,1,3,60.0,0.45,0.27,0.2,0.33,20.0,0,0,0,0.2,0.2,0.03,0.8,0.8
5621,1,4,40.0,1.07,0.43,0.0,0.0,12.9,0,1,1,1.6,0.9,0.09,-0.6,-0.9
5622,0,0,0.0,0.8,0.0,0.0,0.0,36.2,1,0,0,0.2,0.2,0.02,-0.2,-0.2
5623,0,4,50.0,0.94,0.47,0.0,0.0,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
5624,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5626,0,1,50.0,0.42,0.21,0.0,0.0,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
5627,1,2,14.3,3.03,0.43,0.07,0.5,25.4,0,0,0,0.7,0.7,0.05,0.3,0.3
5628,0,3,42.9,1.25,0.54,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
5629,1,1,100.0,0.39,0.39,1.0,1.0,5.8,0,0,0,0.3,0.3,0.33,0.7,0.7
5630,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5631,0,2,33.3,2.32,0.77,0.0,0.0,22.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
5632,0,3,37.5,4.26,1.6,0.0,0.0,29.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
5633,0,0,0.0,1.97,0.0,0.0,0.0,15.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4
5634,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5635,1,7,29.2,0.93,0.27,0.0,0.0,22.8,3,1,1,2.8,2.0,0.08,-1.8,-2.0
5636,0,2,10.0,0.77,0.08,0.0,0.0,12.0,0,0,0,1.7,1.7,0.08,-1.7,-1.7
5637,11,19,35.8,2.09,0.75,0.19,0.53,13.4,0,1,1,11.1,10.3,0.2,-0.1,-0.3
5638,0,2,18.2,0.49,0.09,0.0,0.0,26.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2
5639,3,10,35.7,1.43,0.51,0.11,0.3,16.8,0,0,0,3.2,3.2,0.12,-0.2,-0.2
5640,3,24,53.3,2.35,1.25,0.07,0.13,23.8,6,0,0,3.3,3.3,0.08,-0.3,-0.3
5641,1,2,14.3,0.78,0.11,0.07,0.5,24.9,0,0,0,0.5,0.5,0.04,0.5,0.5
5642,0,0,0.0,0.45,0.0,0.0,0.0,14.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
5643,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5644,0,3,18.8,0.94,0.18,0.0,0.0,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
5645,0,6,21.4,2.08,0.45,0.0,0.0,21.5,0,0,0,1.8,1.8,0.07,-1.8,-1.8
5646,1,2,40.0,0.4,0.16,0.2,0.5,21.8,0,0,0,0.2,0.2,0.04,0.8,0.8
5647,0,4,18.2,1.69,0.31,0.0,0.0,17.7,1,0,0,1.9,1.9,0.09,-1.9,-1.9
5648,0,1,11.1,0.95,0.11,0.0,0.0,26.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
5649,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5650,1,1,50.0,0.24,0.12,0.5,1.0,8.2,0,0,0,0.1,0.1,0.07,0.9,0.9
5651,1,3,18.8,3.2,0.6,0.06,0.33,20.4,0,0,0,2.4,2.4,0.15,-1.4,-1.4
5652,0,1,20.0,1.06,0.21,0.0,0.0,22.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3
5653,2,3,75.0,1.52,1.14,0.5,0.67,5.5,0,0,0,1.6,1.6,0.41,0.4,0.4
5654,0,0,0.0,2.39,0.0,0.0,0.0,19.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
5655,0,1,12.5,3.27,0.41,0.0,0.0,18.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
5656,0,0,0.0,0.84,0.0,0.0,0.0,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
5657,0,1,100.0,0.83,0.83,0.0,0.0,15.1,0,0,0,0.6,0.6,0.55,-0.6,-0.6
5658,0,0,0.0,1.82,0.0,0.0,0.0,19.3,0,0,0,0.4,0.4,0.18,-0.4,-0.4
5659,0,1,100.0,2.57,2.57,0.0,0.0,16.4,0,0,0,0.2,0.2,0.19,-0.2,-0.2
5660,0,0,0.0,10.0,0.0,0.0,0.0,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
5661,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5662,0,2,16.7,0.5,0.08,0.0,0.0,13.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8
5663,0,0,0.0,0.62,0.0,0.0,0.0,21.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4
5664,1,4,33.3,0.58,0.19,0.08,0.25,23.3,0,0,0,0.4,0.4,0.04,0.6,0.6
5665,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5666,6,16,35.6,2.44,0.87,0.09,0.25,16.6,2,2,2,6.4,4.7,0.1,-0.4,-0.7
5667,0,1,50.0,0.11,0.05,0.0,0.0,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5668,0,1,8.3,0.73,0.06,0.0,0.0,21.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6
5669,4,12,25.0,2.72,0.68,0.06,0.25,15.8,0,1,2,6.0,4.5,0.09,-2.0,-1.5
5670,1,4,20.0,1.24,0.25,0.05,0.25,24.9,2,0,0,1.1,1.1,0.05,-0.1,-0.1
5671,3,9,37.5,1.73,0.65,0.13,0.33,14.5,0,0,0,2.9,2.9,0.12,0.1,0.1
5672,0,1,33.3,0.22,0.07,0.0,0.0,11.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
5673,0,0,0.0,0.83,0.0,0.0,0.0,14.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4
5674,0,1,20.0,0.45,0.09,0.0,0.0,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
5675,2,7,29.2,1.9,0.55,0.08,0.29,25.5,6,0,0,1.1,1.1,0.05,0.9,0.9
5676,4,7,41.2,1.41,0.58,0.24,0.57,16.7,0,0,0,1.8,1.8,0.11,2.2,2.2
5677,2,13,52.0,2.22,1.15,0.04,0.08,22.6,1,1,1,2.9,2.1,0.09,-0.9,-1.1
5678,0,2,22.2,0.99,0.22,0.0,0.0,14.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
5679,0,0,0.0,0.65,0.0,0.0,0.0,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
5680,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5681,0,0,0.0,0.8,0.0,0.0,0.0,20.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2
5682,0,1,25.0,1.76,0.44,0.0,0.0,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
5683,0,0,0.0,0.46,0.0,0.0,0.0,14.7,0,0,0,0.0,0.0,0.04,0.0,0.0
5684,0,0,0.0,0.94,0.0,0.0,0.0,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
5685,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5686,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5687,0,1,33.3,3.97,1.32,0.0,0.0,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
5688,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5689,0,0,0.0,3.33,0.0,0.0,0.0,24.7,0,0,0,0.0,0.0,0.02,0.0,0.0
5690,0,0,0.0,12.0,0.0,0.0,0.0,20.3,0,0,0,0.4,0.4,0.21,-0.4,-0.4
5691,0,0,0.0,6.92,0.0,0.0,0.0,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
5692,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5693,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5694,0,4,26.7,0.61,0.16,0.0,0.0,16.5,0,0,0,0.8,0.8,0.05,-0.8,-0.8
5695,0,2,15.4,0.62,0.1,0.0,0.0,19.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
5696,0,2,20.0,0.46,0.09,0.0,0.0,11.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
5697,4,13,38.2,1.65,0.63,0.12,0.31,19.6,5,0,0,2.8,2.8,0.08,1.2,1.2
5698,3,10,34.5,1.43,0.49,0.07,0.2,18.0,0,1,1,3.4,2.7,0.09,-0.4,-0.7
5699,1,5,27.8,0.9,0.25,0.06,0.2,23.9,0,0,0,0.6,0.6,0.03,0.4,0.4
5700,2,6,28.6,1.26,0.36,0.1,0.33,23.8,4,0,0,1.2,1.2,0.06,0.8,0.8
5701,1,10,32.3,1.88,0.61,0.03,0.1,24.7,1,0,0,1.1,1.1,0.03,-0.1,-0.1
5702,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5703,3,9,40.9,1.72,0.7,0.14,0.33,17.0,0,0,0,2.1,2.1,0.1,0.9,0.9
5704,1,1,12.5,0.67,0.08,0.13,1.0,12.4,0,0,0,1.2,1.2,0.15,-0.2,-0.2
5705,1,4,30.8,1.15,0.36,0.08,0.25,17.3,1,0,0,1.0,1.0,0.08,0.0,0.0
5706,0,4,28.6,1.22,0.35,0.0,0.0,26.9,1,0,0,0.4,0.4,0.03,-0.4,-0.4
5707,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5708,0,1,33.3,0.3,0.1,0.0,0.0,16.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
5709,0,3,20.0,2.07,0.41,0.0,0.0,22.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
5710,0,3,33.3,1.37,0.46,0.0,0.0,20.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
5711,0,4,33.3,1.85,0.62,0.0,0.0,15.3,0,0,0,1.3,1.3,0.11,-1.3,-1.3
5712,0,2,14.3,2.86,0.41,0.0,0.0,19.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0
5713,0,1,25.0,0.7,0.17,0.0,0.0,20.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
5714,0,0,0.0,0.91,0.0,0.0,0.0,29.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5715,0,2,50.0,1.09,0.54,0.0,0.0,23.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
5716,1,5,33.3,5.36,1.79,0.07,0.2,22.2,0,0,0,1.1,1.1,0.07,-0.1,-0.1
5717,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5718,0,0,0.0,1.06,0.0,0.0,0.0,11.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
5719,0,0,0.0,1.34,0.0,0.0,0.0,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0
5720,2,3,50.0,2.29,1.14,0.33,0.67,13.9,0,0,0,1.5,1.5,0.25,0.5,0.5
5721,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5722,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5723,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5724,6,13,41.9,1.38,0.58,0.13,0.31,18.9,1,2,2,5.0,3.4,0.11,1.0,0.6
5725,1,9,22.5,1.93,0.44,0.0,0.0,27.1,13,1,1,2.5,1.7,0.04,-1.5,-1.7
5726,0,2,11.1,0.9,0.1,0.0,0.0,20.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0
5727,0,0,0.0,0.49,0.0,0.0,0.0,11.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
5728,0,4,22.2,0.91,0.2,0.0,0.0,25.7,0,0,0,0.7,0.7,0.04,-0.7,-0.7
5729,0,1,11.1,0.46,0.05,0.0,0.0,22.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7
5730,2,4,33.3,0.64,0.21,0.17,0.5,20.4,0,0,0,1.6,1.6,0.14,0.4,0.4
5731,5,14,30.4,2.68,0.82,0.09,0.29,16.7,0,1,1,5.7,5.0,0.11,-0.7,-1.0
5732,1,2,40.0,0.33,0.13,0.2,0.5,8.6,0,0,0,0.7,0.7,0.14,0.3,0.3
5733,0,2,40.0,0.33,0.13,0.0,0.0,12.0,0,0,0,0.5,0.5,0.09,-0.5,-0.5
5734,1,3,15.0,1.69,0.25,0.05,0.33,15.5,0,0,0,1.4,1.4,0.07,-0.4,-0.4
5735,1,12,33.3,3.23,1.08,0.03,0.08,19.5,0,0,2,4.0,2.4,0.07,-3.0,-1.4
5736,1,7,38.9,1.84,0.72,0.06,0.14,16.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9
5737,0,0,0.0,0.38,0.0,0.0,0.0,17.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
5738,0,1,12.5,1.0,0.12,0.0,0.0,23.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
5739,0,0,0.0,0.15,0.0,0.0,0.0,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0
5740,0,0,0.0,0.58,0.0,0.0,0.0,12.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3
5741,0,0,0.0,0.3,0.0,0.0,0.0,12.4,0,0,0,0.0,0.0,0.04,0.0,0.0
5742,0,0,0.0,0.98,0.0,0.0,0.0,8.6,0,0,0,0.2,0.2,0.1,-0.2,-0.2
5743,0,1,33.3,1.15,0.38,0.0,0.0,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5744,0,0,0.0,0.55,0.0,0.0,0.0,7.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1
5745,0,2,40.0,3.36,1.34,0.0,0.0,15.0,0,0,0,1.2,1.2,0.23,-1.2,-1.2
5746,0,0,0.0,1.34,0.0,0.0,0.0,13.6,0,0,0,0.0,0.0,0.03,0.0,0.0
5747,0,1,25.0,2.37,0.59,0.0,0.0,19.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
5748,0,0,0.0,1.31,0.0,0.0,0.0,12.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2
5749,0,0,0.0,1.76,0.0,0.0,0.0,23.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
5750,0,1,50.0,4.62,2.31,0.0,0.0,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5751,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5752,0,1,10.0,0.39,0.04,0.0,0.0,17.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
5753,1,2,18.2,0.46,0.08,0.09,0.5,15.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
5754,0,6,20.7,1.54,0.32,0.0,0.0,29.8,0,0,0,0.8,0.8,0.03,-0.8,-0.8
5755,0,0,0.0,0.57,0.0,0.0,0.0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
5756,1,4,25.0,1.07,0.27,0.06,0.25,15.3,0,0,0,0.7,0.7,0.05,0.3,0.3
5757,3,10,37.0,1.98,0.73,0.11,0.3,22.8,4,0,0,1.8,1.8,0.07,1.2,1.2
5758,5,15,37.5,2.64,0.99,0.1,0.27,18.6,3,1,2,4.7,3.1,0.08,0.3,0.9
5759,1,2,18.2,0.8,0.15,0.09,0.5,19.8,0,0,0,1.7,1.7,0.15,-0.7,-0.7
5760,2,10,38.5,2.05,0.79,0.08,0.2,19.1,0,0,0,1.7,1.7,0.06,0.3,0.3
5761,1,5,83.3,0.47,0.39,0.17,0.2,19.8,0,0,0,1.1,1.1,0.18,-0.1,-0.1
5762,0,2,18.2,0.92,0.17,0.0,0.0,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
5763,0,3,42.9,0.72,0.31,0.0,0.0,23.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2
5764,4,11,25.6,3.87,0.99,0.09,0.36,17.0,4,0,0,4.9,4.9,0.12,-0.9,-0.9
5765,0,1,20.0,0.78,0.16,0.0,0.0,35.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
5766,0,1,20.0,0.75,0.15,0.0,0.0,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
5767,1,2,22.2,1.52,0.34,0.11,0.5,22.6,0,0,0,0.8,0.8,0.09,0.2,0.2
5768,2,6,27.3,3.01,0.82,0.09,0.33,17.6,0,0,0,1.6,1.6,0.07,0.4,0.4
5769,0,1,11.1,1.63,0.18,0.0,0.0,21.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
5770,0,4,40.0,1.85,0.74,0.0,0.0,17.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0
5771,1,6,50.0,2.55,1.28,0.08,0.17,11.9,0,0,0,1.9,1.9,0.17,-0.9,-0.9
5772,1,3,33.3,1.53,0.51,0.11,0.33,21.9,0,0,0,0.7,0.7,0.07,0.3,0.3
5773,0,1,11.1,2.43,0.27,0.0,0.0,25.9,2,0,0,0.5,0.5,0.06,-0.5,-0.5
5774,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5775,0,1,33.3,0.88,0.29,0.0,0.0,12.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
5776,1,1,50.0,0.84,0.42,0.5,1.0,11.2,0,0,0,0.3,0.3,0.15,0.7,0.7
5777,0,2,28.6,1.96,0.56,0.0,0.0,16.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
5778,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5779,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5780,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5781,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5782,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5783,0,0,0.0,1.84,0.0,0.0,0.0,15.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
5784,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5785,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5786,0,10,33.3,1.15,0.38,0.0,0.0,12.7,0,0,0,1.1,1.1,0.04,-1.1,-1.1
5787,0,1,11.1,0.4,0.04,0.0,0.0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
5788,0,6,33.3,0.77,0.26,0.0,0.0,24.6,1,0,0,0.8,0.8,0.05,-0.8,-0.8
5789,0,3,15.8,0.82,0.13,0.0,0.0,14.5,1,0,0,1.1,1.1,0.06,-1.1,-1.1
5790,1,6,26.1,1.15,0.3,0.04,0.17,19.8,3,0,0,2.1,2.1,0.09,-1.1,-1.1
5791,1,5,29.4,0.9,0.26,0.06,0.2,20.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2
5792,4,13,31.7,2.25,0.71,0.1,0.31,22.6,0,0,0,3.0,3.0,0.07,1.0,1.0
5793,5,7,23.3,1.48,0.34,0.13,0.57,21.6,0,1,1,3.1,2.3,0.08,1.9,1.7
5794,3,8,26.7,1.69,0.45,0.1,0.38,20.8,1,0,0,2.9,2.9,0.1,0.1,0.1
5795,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5796,1,1,25.0,0.29,0.07,0.25,1.0,12.5,0,0,0,0.1,0.1,0.03,0.9,0.9
5797,1,9,31.0,1.96,0.61,0.03,0.11,28.9,3,0,0,0.8,0.8,0.03,0.2,0.2
5798,1,7,38.9,1.87,0.73,0.06,0.14,15.8,0,0,1,4.0,3.2,0.18,-3.0,-2.2
5799,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5800,1,4,57.1,0.96,0.55,0.14,0.25,14.2,0,0,0,0.7,0.7,0.11,0.3,0.3
5801,1,3,50.0,0.74,0.37,0.17,0.33,11.0,0,0,0,1.4,1.4,0.23,-0.4,-0.4
5802,1,3,60.0,0.71,0.43,0.2,0.33,16.7,0,0,0,1.0,1.0,0.21,0.0,0.0
5803,0,0,0.0,0.93,0.0,0.0,0.0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
5804,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5805,0,0,0.0,0.97,0.0,0.0,0.0,15.6,0,0,0,0.5,0.5,0.13,-0.5,-0.5
5806,0,3,33.3,3.62,1.21,0.0,0.0,23.0,1,0,0,0.4,0.4,0.05,-0.4,-0.4
5807,0,2,50.0,3.08,1.54,0.0,0.0,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
5808,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5809,0,0,0.0,2.77,0.0,0.0,0.0,17.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
5810,0,0,0.0,4.82,0.0,0.0,0.0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
5811,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5812,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
5813,1,8,28.6,1.17,0.33,0.04,0.13,20.3,0,0,0,1.6,1.6,0.06,-0.6,-0.6
5814,11,14,40.0,1.47,0.59,0.14,0.36,16.8,2,6,7,11.1,5.6,0.16,-0.1,-0.6
5815,0,0,0.0,0.22,0.0,0.0,0.0,19.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
5816,0,2,33.3,0.3,0.1,0.0,0.0,14.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
5817,1,6,20.7,1.61,0.33,0.03,0.17,23.2,0,0,0,1.7,1.7,0.06,-0.7,-0.7
5818,4,13,32.5,2.18,0.71,0.08,0.23,14.9,0,1,1,5.6,4.8,0.13,-1.6,-1.8
5819,1,3,20.0,0.92,0.18,0.07,0.33,26.3,1,0,0,0.8,0.8,0.05,0.2,0.2
5820,0,2,15.4,1.01,0.15,0.0,0.0,13.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
5821,1,9,31.0,2.28,0.71,0.03,0.11,19.4,2,0,0,2.1,2.1,0.07,-1.1,-1.1
5822,0,0,0.0,0.48,0.0,0.0,0.0,16.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
5823,2,6,25.0,2.01,0.5,0.08,0.33,18.6,0,0,0,1.9,1.9,0.08,0.1,0.1
