player_id,games,minutes,mins_per_game,mins_pct,minutes_90s,game_starts,mins_per_start,games_completed,game_subs,mins_per_sub,unused_sub,PPM,onG,onGA,plus_minus,plus_minus_per90,plus_minus_wwo,onxG,onxGA,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wwo
1963,14,759,54.0,24.8,8.4,7,83,5,7,25,3,1.43,10,13,-3,-0.36,-1.69,13.7,13.3,0.4,0.04,-0.6
1964,20,693,35.0,22.6,7.7,6,73,3,14,18,11,2.15,24,12,12,1.56,0.84,17.6,11.3,6.3,0.82,0.42
1965,21,663,32.0,21.7,7.4,5,62,1,16,22,12,1.81,15,11,4,0.54,-0.47,11.8,10.3,1.5,0.21,-0.37
1966,16,658,41.0,21.5,7.3,5,79,1,11,24,10,1.88,15,11,4,0.55,-0.46,9.6,9.8,-0.2,-0.02,-0.66
1967,17,444,26.0,14.5,4.9,4,59,0,13,16,2,1.88,12,3,9,1.82,1.07,9.7,5.5,4.2,0.86,0.42
1968,10,412,41.0,13.5,4.6,4,76,0,6,18,8,2.1,14,4,10,2.18,1.47,8.8,5.9,2.9,0.63,0.15
1969,4,360,90.0,11.8,4.0,4,90,4,0,0,23,0.5,5,7,-2,-0.5,-1.6,5.9,5.4,0.5,0.12,-0.43
1970,16,453,28.0,14.8,5.0,3,69,1,13,19,13,1.56,8,9,-1,-0.2,-1.3,8.7,7.7,1.0,0.21,-0.34
1971,8,277,35.0,9.1,3.1,3,62,0,5,18,8,2.38,7,5,2,0.65,-0.29,6.4,5.5,0.9,0.29,-0.23
1972,8,297,37.0,9.7,3.3,2,63,0,6,29,12,1.38,5,6,-1,-0.3,-1.35,6.7,4.5,2.2,0.66,0.18
1973,2,180,90.0,5.9,2.0,2,90,2,0,0,0,3.0,8,2,6,3.0,2.22,5.0,2.5,2.5,1.26,0.81
1974,8,245,31.0,8.0,2.7,1,73,0,7,25,8,1.38,4,2,2,0.73,-0.19,4.2,3.2,1.0,0.36,-0.14
1975,1,90,90.0,2.9,1.0,1,90,1,0,0,27,0.0,0,4,-4,-4.0,-5.06,0.1,3.1,-3.0,-2.99,-3.59
1976,3,76,25.0,2.5,0.8,1,61,0,2,8,5,3.0,0,2,-2,-2.37,-3.36,2.0,0.7,1.3,1.59,1.13
1977,5,81,16.0,2.6,0.9,0,0,0,5,16,14,1.8,0,3,-3,-3.33,-4.36,0.4,2.0,-1.6,-1.82,-2.37
1978,6,59,10.0,1.9,0.7,0,0,0,6,10,3,1.83,2,0,2,3.05,2.18,2.6,0.8,1.7,2.66,2.21
1979,1,35,35.0,1.1,0.4,0,0,0,1,35,1,1.0,0,1,-1,-2.57,-3.52,0.5,0.4,0.1,0.31,-0.19
1980,2,25,13.0,0.8,0.3,0,0,0,2,13,5,0.0,0,1,-1,-3.6,-4.55,0.5,0.8,-0.3,-1.02,-1.53
1981,1,17,17.0,0.6,0.2,0,0,0,1,17,1,3.0,0,0,0,0.0,-0.92,0.7,0.1,0.7,3.52,3.04
1982,33,"2,961",90.0,96.8,32.9,33,90,32,0,0,0,1.67,72,59,13,0.4,0.4,62.3,50.8,11.5,0.35,-0.62
1983,34,"2,758",81.0,90.1,30.6,31,86,21,3,32,0,1.65,65,55,10,0.33,-0.57,56.1,45.0,11.1,0.36,-0.08
1984,30,"2,405",80.0,78.6,26.7,29,82,14,1,29,1,1.63,55,48,7,0.26,-0.56,47.9,42.2,5.7,0.21,-0.73
1985,28,"2,212",79.0,72.3,24.6,26,82,20,2,39,0,1.82,58,39,19,0.77,1.41,49.3,35.0,14.3,0.58,0.77
1986,24,"1,944",81.0,63.5,21.6,23,83,14,1,35,0,1.79,51,36,15,0.69,0.86,42.8,33.9,9.0,0.41,0.12
1987,23,"1,980",86.0,64.7,22.0,22,88,21,1,45,2,1.52,45,42,3,0.14,-0.7,41.5,35.5,6.0,0.27,-0.27
1988,25,"1,765",71.0,57.7,19.6,22,78,8,3,18,5,1.68,40,35,5,0.25,-0.3,36.4,28.6,7.8,0.4,0.07
1989,22,"1,824",83.0,59.6,20.3,20,90,20,2,12,6,1.82,47,32,15,0.74,0.89,44.4,30.4,14.0,0.69,0.79
1990,26,"1,667",64.0,54.5,18.5,18,83,11,8,22,7,1.77,44,32,12,0.65,0.58,39.1,28.7,10.4,0.56,0.42
1991,20,"1,443",72.0,47.2,16.0,16,82,11,4,31,0,1.85,40,30,10,0.62,0.46,36.3,27.0,9.4,0.58,0.41
1992,25,"1,164",47.0,38.0,12.9,12,71,6,13,24,4,1.44,28,26,2,0.15,-0.37,26.8,23.4,3.4,0.26,-0.17
1993,13,886,68.0,29.0,9.8,12,73,4,1,10,2,1.54,20,16,4,0.41,0.03,13.9,12.3,1.6,0.16,-0.29
1994,21,"1,072",51.0,35.0,11.9,11,80,6,10,19,3,1.43,22,26,-4,-0.34,-1.11,23.7,21.1,2.6,0.22,-0.24
1995,11,944,86.0,30.8,10.5,10,89,8,1,55,8,1.55,19,18,1,0.1,-0.42,16.2,13.2,3.0,0.28,-0.13
1996,16,848,53.0,27.7,9.4,10,74,5,6,19,8,1.44,17,19,-2,-0.21,-0.82,14.3,15.4,-1.0,-0.11,-0.66
1997,9,750,83.0,24.5,8.3,9,83,5,0,0,1,1.56,18,13,5,0.6,0.29,13.0,10.8,2.2,0.27,-0.13
1998,25,"1,049",42.0,34.3,11.7,8,80,3,17,24,4,1.6,34,19,15,1.29,1.38,27.2,17.0,10.1,0.87,0.76
1999,21,829,39.0,27.1,9.2,8,73,2,13,19,9,1.62,21,25,-4,-0.43,-1.12,20.1,19.1,1.0,0.1,-0.36
2000,9,699,78.0,22.8,7.8,8,84,5,1,26,8,2.56,23,9,14,1.8,1.84,21.9,9.4,12.5,1.61,1.61
2001,8,665,83.0,21.7,7.4,7,87,5,1,59,10,1.0,14,17,-3,-0.41,-1.01,10.3,13.1,-2.9,-0.39,-0.97
2002,13,574,44.0,18.8,6.4,7,69,0,6,16,8,1.77,11,12,-1,-0.16,-0.66,8.1,10.5,-2.3,-0.37,-0.91
2003,7,571,82.0,18.7,6.3,7,82,6,0,0,17,2.0,13,12,1,0.16,-0.28,10.4,9.0,1.4,0.23,-0.17
2004,9,570,63.0,18.6,6.3,7,80,3,2,4,9,1.78,13,12,1,0.16,-0.28,10.7,8.7,2.0,0.31,-0.07
2005,5,354,71.0,11.6,3.9,4,86,3,1,10,10,0.8,6,9,-3,-0.76,-1.29,4.7,8.3,-3.6,-0.92,-1.46
2006,11,351,32.0,11.5,3.9,3,77,0,8,15,6,1.73,7,10,-3,-0.77,-1.3,5.7,7.1,-1.5,-0.38,-0.85
2007,6,336,56.0,11.0,3.7,3,89,1,3,23,26,2.17,8,6,2,0.54,0.17,7.7,6.5,1.2,0.32,-0.06
2008,6,236,39.0,7.7,2.6,2,68,1,4,25,8,0.83,1,3,-2,-0.76,-1.24,1.6,4.6,-3.0,-1.13,-1.62
2009,6,192,32.0,6.3,2.1,2,67,0,4,15,10,1.67,5,2,3,1.41,1.09,5.6,2.7,2.9,1.36,1.05
2010,2,180,90.0,5.9,2.0,2,90,2,0,0,0,2.0,6,3,3,1.5,1.19,6.3,2.4,3.8,1.92,1.65
2011,5,93,19.0,3.0,1.0,1,56,0,4,9,7,2.6,2,0,2,1.94,1.6,2.1,1.1,1.0,0.98,0.63
2012,3,55,18.0,1.8,0.6,1,40,0,2,8,0,1.0,0,0,0,0.0,-0.39,0.1,0.2,-0.1,-0.13,-0.51
2013,8,70,9.0,2.3,0.8,0,0,0,8,9,5,1.25,2,2,0,0.0,-0.39,2.8,1.7,1.1,1.42,1.07
2014,2,61,31.0,2.0,0.7,0,0,0,2,31,0,2.0,4,0,4,5.9,5.63,2.5,0.3,2.1,3.17,2.86
2015,2,47,24.0,1.5,0.5,0,0,0,2,24,0,2.0,2,1,1,1.91,1.56,2.1,1.0,1.2,2.23,1.89
2016,2,41,21.0,1.3,0.5,0,0,0,2,21,17,2.0,0,1,-1,-2.2,-2.61,0.8,0.6,0.2,0.51,0.14
2017,33,"2,854",86.0,93.3,31.7,32,89,29,1,3,0,1.47,63,51,12,0.38,-1.81,45.8,57.8,-12.1,-0.38,-0.34
2018,30,"2,640",88.0,86.3,29.3,30,88,29,0,0,1,1.55,59,46,13,0.44,-0.41,41.4,53.8,-12.4,-0.42,-0.47
2019,30,"2,400",80.0,78.4,26.7,28,85,24,2,9,0,1.48,47,37,10,0.37,-0.58,36.1,40.7,-4.7,-0.17,0.85
2020,27,"2,299",85.0,75.1,25.5,27,85,21,0,0,0,1.43,44,39,5,0.2,-1.22,33.6,44.2,-10.6,-0.41,-0.22
2021,31,"2,201",71.0,71.9,24.5,25,83,12,6,21,2,1.44,47,39,8,0.33,-0.62,35.3,42.5,-7.2,-0.29,0.23
2022,33,"1,910",58.0,62.4,21.2,25,68,0,8,25,1,1.52,45,31,14,0.66,0.42,31.8,33.4,-1.6,-0.08,0.75
2023,24,"1,975",82.0,64.5,21.9,23,83,18,1,55,0,1.46,43,38,5,0.23,-0.77,31.8,36.8,-5.0,-0.23,0.37
2024,30,"1,949",65.0,63.7,21.7,23,80,11,7,16,2,1.61,46,29,17,0.79,0.79,31.2,35.3,-4.1,-0.19,0.47
2025,24,"1,873",78.0,61.2,20.8,23,81,15,1,1,0,1.71,40,22,18,0.86,0.94,29.2,32.4,-3.2,-0.15,0.52
2026,19,"1,710",90.0,55.9,19.0,19,90,19,0,0,0,1.37,36,32,4,0.21,-0.66,24.4,35.0,-10.7,-0.56,-0.46
2027,27,"1,719",64.0,56.2,19.1,18,85,13,9,21,2,1.5,42,27,15,0.79,0.65,24.2,36.0,-11.7,-0.61,-0.58
2028,24,"1,593",66.0,52.1,17.7,17,88,13,7,15,6,1.68,33,23,10,0.56,0.14,26.0,29.7,-3.6,-0.2,0.32
2029,29,"1,382",48.0,45.2,15.4,15,76,4,14,18,4,1.5,33,23,10,0.65,0.28,20.8,31.9,-11.1,-0.73,-0.67
2030,23,"1,244",54.0,40.7,13.8,13,81,6,10,19,1,1.5,28,26,2,0.14,-0.6,19.1,27.8,-8.7,-0.63,-0.46
2031,14,"1,037",74.0,33.9,11.5,12,83,9,2,23,0,1.67,24,17,7,0.61,0.16,19.3,18.2,1.2,0.1,0.69
2032,15,788,53.0,25.8,8.8,10,69,3,5,19,4,1.38,16,11,5,0.57,0.1,13.2,15.4,-2.3,-0.26,0.13
2033,20,"1,041",52.0,34.0,11.6,9,88,7,11,23,11,1.62,26,21,5,0.43,-0.1,15.8,24.5,-8.7,-0.75,-0.6
2034,19,674,35.0,22.0,7.5,7,70,1,12,15,14,1.5,14,14,0,0.0,-0.64,8.8,15.9,-7.1,-0.95,-0.76
2035,8,463,58.0,15.1,5.1,5,83,2,3,17,0,1.5,10,6,4,0.78,0.33,7.1,8.4,-1.4,-0.27,0.11
2036,15,484,32.0,15.8,5.4,4,69,1,11,19,0,1.69,14,4,10,1.86,1.61,10.5,9.3,1.2,0.22,0.68
2037,5,420,84.0,13.7,4.7,4,90,4,1,60,29,1.6,9,5,4,0.86,0.41,6.5,6.3,0.2,0.04,0.47
2038,8,340,43.0,11.1,3.8,3,67,0,5,28,0,1.5,11,6,5,1.32,0.93,4.8,6.7,-1.9,-0.5,-0.16
2039,8,216,27.0,7.1,2.4,1,72,0,7,21,4,1.75,6,2,4,1.67,1.26,3.3,4.7,-1.4,-0.57,-0.23
2040,3,164,55.0,5.4,1.8,1,86,0,2,39,6,1.67,4,3,1,0.55,0.05,1.1,5.5,-4.4,-2.4,-2.16
2041,3,44,15.0,1.4,0.5,0,0,0,3,15,1,1.0,2,2,0,0.0,-0.51,1.3,1.2,0.1,0.24,0.61
2042,3,31,10.0,1.0,0.3,0,0,0,3,10,16,1.67,0,1,-1,-2.9,-3.44,0.2,1.1,-0.9,-2.62,-2.29
2043,1,28,28.0,0.9,0.3,0,0,0,1,28,7,1.0,0,1,-1,-3.21,-3.75,0.1,1.6,-1.4,-4.56,-4.24
2044,3,27,9.0,0.9,0.3,0,0,0,3,9,10,2.33,1,0,1,3.33,2.86,0.2,0.6,-0.4,-1.24,-0.89
2045,32,"2,759",86.0,90.2,30.7,30,89,27,2,45,0,1.56,49,42,7,0.23,1.72,44.0,43.5,0.5,0.01,0.67
2046,29,"2,610",90.0,85.3,29.0,29,90,29,0,0,1,1.42,43,42,1,0.03,-0.17,40.5,42.0,-1.5,-0.05,0.01
2047,29,"2,448",84.0,80.0,27.2,26,88,22,3,51,4,1.52,41,38,3,0.11,0.26,37.4,37.1,0.3,0.01,0.31
2048,32,"2,094",65.0,68.4,23.3,24,81,12,8,20,0,1.52,36,29,7,0.3,0.77,32.0,31.3,0.7,0.03,0.26
2049,27,"2,065",76.0,67.5,22.9,24,83,13,3,27,1,1.41,31,27,4,0.17,0.36,28.9,30.0,-1.1,-0.05,0.01
2050,25,"2,048",82.0,66.9,22.8,23,86,20,2,40,5,1.59,33,24,9,0.4,1.02,32.4,25.3,7.1,0.31,1.09
2051,29,"1,974",68.0,64.5,21.9,23,78,6,6,31,2,1.68,34,26,8,0.36,0.86,31.3,28.7,2.6,0.12,0.47
2052,31,"1,963",63.0,64.2,21.8,21,83,14,10,22,1,1.45,27,37,-10,-0.46,-1.44,30.5,34.7,-4.2,-0.19,-0.39
2053,31,"1,781",57.0,58.2,19.8,21,75,5,10,20,1,1.52,30,27,3,0.15,0.22,27.8,26.3,1.5,0.08,0.3
2054,21,"1,665",79.0,54.4,18.5,20,83,16,1,9,1,1.59,25,24,1,0.05,-0.01,21.9,21.4,0.4,0.02,0.16
2055,18,"1,605",89.0,52.5,17.8,18,89,16,0,0,0,1.8,31,21,10,0.56,1.06,27.6,19.1,8.6,0.48,1.12
2056,28,"1,475",53.0,48.2,16.4,16,74,2,12,25,5,1.57,26,19,7,0.43,0.71,25.6,21.1,4.5,0.27,0.63
2057,17,867,51.0,28.3,9.6,13,61,1,4,20,3,1.58,16,12,4,0.42,0.5,13.4,11.7,1.7,0.17,0.31
2058,15,956,64.0,31.2,10.6,11,79,3,4,22,1,1.07,14,16,-2,-0.19,-0.36,12.9,18.5,-5.6,-0.52,-0.69
2059,20,943,47.0,30.8,10.5,11,71,4,9,18,4,1.24,17,16,1,0.1,0.05,12.5,17.1,-4.6,-0.44,-0.56
2060,13,874,67.0,28.6,9.7,10,83,8,3,15,2,0.85,10,16,-6,-0.62,-0.95,9.9,19.0,-9.0,-0.93,-1.23
2061,18,794,44.0,25.9,8.8,9,62,0,9,26,5,1.16,6,14,-8,-0.91,-1.3,9.2,14.0,-4.9,-0.55,-0.68
2062,14,743,53.0,24.3,8.3,9,71,3,5,20,20,1.44,14,16,-2,-0.24,-0.4,13.2,14.1,-1.0,-0.12,-0.09
2063,8,496,62.0,16.2,5.5,6,75,4,2,23,4,1.38,7,7,0,0.0,-0.07,7.7,8.5,-0.7,-0.14,-0.1
2064,5,450,90.0,14.7,5.0,5,90,5,0,0,29,1.8,6,5,1,0.2,0.17,5.7,6.0,-0.3,-0.06,-0.01
2065,15,518,35.0,16.9,5.8,4,67,1,11,23,6,0.88,3,10,-7,-1.22,-1.53,6.5,11.9,-5.4,-0.95,-1.08
2066,17,513,30.0,16.8,5.7,4,61,0,13,21,6,2.06,12,11,1,0.18,0.14,10.1,7.7,2.4,0.43,0.58
2067,9,278,31.0,9.1,3.1,4,50,0,5,16,11,0.89,3,6,-3,-0.97,-1.13,2.9,6.0,-3.1,-1.02,-1.06
2068,11,401,36.0,13.1,4.5,3,66,0,8,25,2,1.0,6,6,0,0.0,-0.07,6.6,6.3,0.3,0.08,0.15
2069,9,274,30.0,9.0,3.0,3,75,2,6,8,3,2.0,4,4,0,0.0,-0.06,4.9,5.1,-0.2,-0.08,-0.03
2070,6,211,35.0,6.9,2.3,2,72,0,4,17,1,1.17,3,3,0,0.0,-0.06,2.7,4.1,-1.4,-0.59,-0.58
2071,5,203,41.0,6.6,2.3,2,76,1,3,17,4,1.6,5,3,2,0.89,0.89,3.6,3.0,0.6,0.28,0.36
2072,2,180,90.0,5.9,2.0,2,90,2,0,0,0,0.0,0,4,-4,-2.0,-2.19,1.6,3.1,-1.5,-0.76,-0.75
2073,2,102,51.0,3.3,1.1,1,90,1,1,12,0,0.0,0,2,-2,-1.76,-1.89,0.4,1.3,-0.9,-0.81,-0.78
2074,5,165,33.0,5.4,1.8,0,0,0,5,33,4,2.0,4,1,3,1.64,1.67,2.8,2.0,0.9,0.46,0.54
2075,5,30,6.0,1.0,0.3,0,0,0,5,6,8,2.0,2,3,-1,-3.0,-3.09,0.6,1.8,-1.2,-3.52,-3.51
2076,1,25,25.0,0.8,0.3,0,0,0,1,25,6,3.0,1,2,-1,-3.6,-3.69,0.3,0.7,-0.4,-1.55,-1.51
2077,2,21,11.0,0.7,0.2,0,0,0,2,11,3,3.0,0,0,0,0.0,-0.06,0.2,0.3,-0.1,-0.37,-0.32
2078,1,9,9.0,0.3,0.1,0,0,0,1,9,5,0.0,0,1,-1,-10.0,-10.09,0.0,1.3,-1.3,-12.66,-12.65
2079,1,7,7.0,0.2,0.1,0,0,0,1,7,5,0.0,0,0,0,0.0,-0.06,0.2,0.0,0.2,1.98,2.04
2080,34,"3,060",90.0,100.0,34.0,34,90,34,0,0,0,1.4,51,48,3,0.09,0.0,46.0,52.5,-6.4,-0.19,0.0
2081,33,"2,849",86.0,93.1,31.7,32,87,24,1,66,0,1.35,45,43,2,0.06,-0.36,40.9,44.4,-3.5,-0.11,1.13
2082,31,"2,485",80.0,81.2,27.6,29,85,19,2,16,0,1.5,43,39,4,0.14,0.3,35.6,41.7,-6.2,-0.22,-0.18
2083,30,"2,504",83.0,81.8,27.8,27,90,26,3,27,4,1.32,43,37,6,0.22,0.7,37.8,42.2,-4.4,-0.16,0.17
2084,27,"2,364",88.0,77.3,26.3,27,88,21,0,0,0,1.37,41,37,4,0.15,0.28,36.6,41.6,-5.0,-0.19,0.0
2085,26,"2,205",85.0,72.1,24.5,26,85,20,0,0,1,1.48,38,37,1,0.04,-0.17,33.5,33.0,0.5,0.02,0.75
2086,31,"1,927",62.0,63.0,21.4,25,75,6,6,10,1,1.5,32,28,4,0.19,0.27,27.3,32.7,-5.4,-0.25,-0.18
2087,24,"2,106",88.0,68.8,23.4,24,88,18,0,0,0,1.25,30,32,-2,-0.09,-0.56,33.9,37.6,-3.6,-0.16,0.11
2088,29,"1,900",66.0,62.1,21.1,21,84,13,8,18,0,1.4,31,27,4,0.19,0.27,25.6,29.3,-3.7,-0.18,0.04
2089,21,"1,658",79.0,54.2,18.4,20,82,7,1,26,0,1.45,32,25,7,0.38,0.64,23.6,25.3,-1.8,-0.1,0.2
2090,25,"1,762",70.0,57.6,19.6,19,90,19,6,9,6,1.32,27,26,1,0.05,-0.09,27.1,32.3,-5.2,-0.27,-0.18
2091,19,"1,319",69.0,43.1,14.7,15,87,10,4,5,2,1.25,24,23,1,0.07,-0.04,18.5,22.0,-3.5,-0.24,-0.09
2092,18,"1,017",57.0,33.2,11.3,14,66,1,4,23,0,1.42,14,18,-4,-0.35,-0.66,16.0,15.6,0.4,0.04,0.34
2093,26,"1,354",52.0,44.2,15.0,13,83,5,13,21,1,1.52,22,20,2,0.13,0.08,21.0,23.5,-2.5,-0.17,0.04
2094,24,"1,268",53.0,41.4,14.1,13,83,6,11,17,6,1.32,26,21,5,0.35,0.46,18.8,19.7,-0.9,-0.07,0.21
2095,31,"1,379",44.0,45.1,15.3,12,84,5,19,19,2,1.31,22,21,1,0.07,-0.04,22.7,27.3,-4.6,-0.3,-0.21
2096,15,895,60.0,29.2,9.9,11,78,8,4,9,11,1.67,14,16,-2,-0.2,-0.41,15.3,18.7,-3.3,-0.34,-0.21
2097,21,883,42.0,28.9,9.8,8,87,6,13,15,13,1.55,13,12,1,0.1,0.02,14.7,20.3,-5.6,-0.57,-0.54
2098,3,262,87.0,8.6,2.9,3,87,2,0,0,0,2.33,7,3,4,1.37,1.41,4.2,4.7,-0.5,-0.17,0.02
2099,8,225,28.0,7.4,2.5,1,73,0,7,22,6,0.63,3,5,-2,-0.8,-0.96,3.1,4.3,-1.2,-0.49,-0.32
2100,3,72,24.0,2.4,0.8,0,0,0,3,24,0,2.33,1,3,-2,-2.5,-2.65,1.0,1.5,-0.4,-0.52,-0.33
2101,6,46,8.0,1.5,0.5,0,0,0,6,8,11,1.0,0,1,-1,-1.96,-2.08,0.5,1.6,-1.1,-2.16,-2.0
2102,5,32,6.0,1.0,0.4,0,0,0,5,6,16,0.8,0,1,-1,-2.81,-2.93,0.2,1.0,-0.8,-2.28,-2.11
2103,2,8,4.0,0.3,0.1,0,0,0,2,4,1,0.5,0,0,0,0.0,-0.09,0.5,0.0,0.5,5.62,5.82
2104,2,5,3.0,0.2,0.1,0,0,0,2,3,6,0.0,0,2,-2,-36.0,-36.15,0.0,1.5,-1.4,-25.82,-25.67
2105,2,5,3.0,0.2,0.1,0,0,0,2,3,18,1.5,0,1,-1,-18.0,-18.12,0.1,0.2,-0.1,-2.61,-2.42
2106,34,"3,060",90.0,100.0,34.0,34,90,34,0,0,0,1.44,47,46,1,0.03,0.0,49.5,55.6,-6.1,-0.18,0.0
2107,33,"2,950",89.0,96.4,32.8,33,89,30,0,0,0,1.4,44,46,-2,-0.06,-2.52,46.0,54.6,-8.6,-0.26,-2.33
2108,32,"2,780",87.0,90.8,30.9,32,87,29,0,0,0,1.35,44,42,2,0.06,0.39,42.3,49.4,-7.0,-0.23,-0.53
2109,31,"2,672",86.0,87.3,29.7,31,86,24,0,0,0,1.26,41,41,0,0.0,-0.23,40.5,48.3,-7.8,-0.26,-0.66
2110,31,"2,364",76.0,77.3,26.3,30,79,17,1,2,3,1.52,35,31,4,0.15,0.54,38.0,39.9,-1.9,-0.07,0.47
2111,33,"2,346",71.0,76.7,26.1,30,75,4,3,31,0,1.39,29,32,-3,-0.12,-0.62,33.4,43.5,-10.1,-0.39,-0.89
2112,30,"2,565",86.0,83.8,28.5,29,87,27,1,45,0,1.44,39,37,2,0.07,0.25,41.9,44.3,-2.3,-0.08,0.6
2113,28,"1,804",64.0,59.0,20.0,23,73,6,5,24,1,1.47,29,29,0,0.0,-0.07,29.4,32.2,-2.9,-0.14,0.09
2114,32,"1,826",57.0,59.7,20.3,21,76,7,11,21,1,1.44,26,27,-1,-0.05,-0.2,30.8,31.3,-0.5,-0.03,0.38
2115,22,"1,669",76.0,54.5,18.5,20,82,14,2,18,7,1.52,29,24,5,0.27,0.53,27.8,28.1,-0.3,-0.01,0.36
2116,20,"1,618",81.0,52.9,18.0,20,81,12,0,0,0,1.5,27,26,1,0.06,0.06,25.4,33.0,-7.6,-0.42,-0.52
2117,25,"1,754",70.0,57.3,19.5,19,86,14,6,21,9,1.44,22,30,-8,-0.41,-1.03,24.7,37.3,-12.6,-0.65,-1.09
2118,32,"1,450",45.0,47.4,16.1,15,72,2,17,22,0,1.53,24,19,5,0.31,0.53,27.7,23.8,3.8,0.24,0.79
2119,27,"1,221",45.0,39.9,13.6,10,80,6,17,25,6,1.33,21,22,-1,-0.07,-0.17,20.0,23.5,-3.5,-0.26,-0.13
2120,26,908,35.0,29.7,10.1,8,67,0,18,21,8,1.36,15,15,0,0.0,-0.04,15.4,16.9,-1.5,-0.15,0.05
2121,12,711,59.0,23.2,7.9,8,71,1,4,36,17,1.0,6,11,-5,-0.63,-0.86,9.3,11.2,-1.9,-0.24,-0.08
2122,18,627,35.0,20.5,7.0,4,79,2,14,22,1,1.33,14,14,0,0.0,-0.04,10.9,13.7,-2.8,-0.4,-0.28
2123,14,405,29.0,13.2,4.5,2,66,0,12,23,1,1.38,7,6,1,0.22,0.22,8.8,8.3,0.4,0.1,0.32
2124,14,374,27.0,12.2,4.2,2,75,0,12,19,4,1.56,5,2,3,0.72,0.79,8.0,5.1,2.9,0.7,1.0
2125,7,282,40.0,9.2,3.1,2,74,0,5,27,21,1.71,4,4,0,0.0,-0.03,8.3,6.1,2.3,0.73,1.0
2126,5,96,19.0,3.1,1.1,1,68,0,4,7,28,2.57,2,0,2,1.87,1.91,2.8,1.1,1.7,1.57,1.81
2127,4,53,13.0,1.7,0.6,0,0,0,4,13,23,2.25,3,0,3,5.09,5.15,1.6,0.6,1.0,1.75,1.96
2128,6,34,6.0,1.1,0.4,0,0,0,6,6,8,1.67,1,0,1,2.65,2.65,0.8,0.7,0.2,0.44,0.63
2129,32,"2,814",88.0,92.0,31.3,32,88,30,0,0,0,1.09,33,52,-19,-0.61,-0.61,41.2,38.7,2.5,0.08,0.56
2130,32,"2,806",88.0,91.7,31.2,32,88,26,0,0,1,1.16,34,49,-15,-0.48,0.94,39.7,37.6,2.1,0.07,0.39
2131,33,"2,631",80.0,86.0,29.2,31,83,10,2,32,0,1.15,35,42,-7,-0.24,2.28,39.4,33.9,5.5,0.19,1.1
2132,28,"2,420",86.0,79.1,26.9,27,88,25,1,45,0,1.11,31,47,-16,-0.6,-0.17,34.0,37.4,-3.3,-0.12,-0.76
2133,31,"2,341",76.0,76.5,26.0,27,83,16,4,28,0,1.23,30,37,-7,-0.27,1.23,35.4,30.8,4.6,0.18,0.6
2134,27,"2,300",85.0,75.2,25.6,27,85,21,0,0,1,1.15,29,38,-9,-0.35,0.83,33.8,30.5,3.3,0.13,0.39
2135,31,"2,174",70.0,71.0,24.2,27,78,3,4,19,0,1.13,27,39,-12,-0.5,0.21,32.9,29.4,3.5,0.14,0.38
2136,31,"2,096",68.0,68.5,23.3,25,80,3,6,17,1,1.13,22,41,-19,-0.82,-0.82,30.1,29.8,0.3,0.01,-0.07
2137,30,"1,711",57.0,55.9,19.0,18,82,11,12,20,0,1.07,14,28,-14,-0.74,-0.4,24.0,24.0,0.0,0.0,-0.08
2138,16,"1,440",90.0,47.1,16.0,16,90,16,0,0,0,1.19,17,28,-11,-0.69,-0.24,18.5,22.4,-3.9,-0.24,-0.53
2139,15,"1,024",68.0,33.5,11.4,13,75,1,2,23,0,1.0,17,16,1,0.09,0.97,16.5,12.0,4.5,0.4,0.54
2140,13,"1,020",78.0,33.3,11.3,13,78,6,0,0,0,1.15,10,18,-8,-0.71,-0.22,13.0,15.6,-2.5,-0.22,-0.38
2141,12,"1,080",90.0,35.3,12.0,12,90,12,0,0,2,1.25,17,22,-5,-0.42,0.22,16.5,14.8,1.7,0.14,0.16
2142,22,962,44.0,31.4,10.7,10,72,1,12,20,4,1.23,15,20,-5,-0.47,0.13,15.6,11.9,3.7,0.35,0.45
2143,21,978,47.0,32.0,10.9,9,89,8,12,14,9,1.05,10,23,-13,-1.2,-0.94,12.6,18.2,-5.6,-0.52,-0.81
2144,16,739,46.0,24.2,8.2,9,72,2,7,13,4,1.38,8,15,-7,-0.85,-0.39,10.7,10.8,-0.1,-0.01,-0.06
2145,27,885,33.0,28.9,9.8,8,72,1,19,16,4,1.04,15,18,-3,-0.31,0.36,15.2,11.6,3.5,0.36,0.46
2146,11,633,58.0,20.7,7.0,6,88,5,5,22,23,1.0,8,13,-5,-0.71,-0.19,9.5,11.6,-2.0,-0.29,-0.41
2147,15,592,39.0,19.3,6.6,6,78,2,9,14,16,1.4,5,11,-6,-0.91,-0.44,6.5,9.2,-2.7,-0.41,-0.55
2148,18,583,32.0,19.1,6.5,6,61,0,12,18,0,1.06,4,11,-7,-1.08,-0.64,8.6,8.6,0.0,0.0,-0.04
2149,5,450,90.0,14.7,5.0,5,90,5,0,0,28,0.6,3,6,-3,-0.6,-0.05,9.2,5.8,3.4,0.68,0.75
2150,15,401,27.0,13.1,4.5,3,64,0,12,17,0,1.0,5,10,-5,-1.12,-0.65,6.5,6.7,-0.3,-0.06,-0.1
2151,8,177,22.0,5.8,2.0,3,45,0,5,8,6,0.5,1,6,-5,-2.54,-2.11,1.7,3.8,-2.1,-1.06,-1.16
