player_id,games,minutes,mins_per_game,mins_pct,minutes_90s,game_starts,mins_per_start,games_completed,game_subs,mins_per_sub,unused_sub,PPM,onG,onGA,plus_minus,plus_minus_per90,plus_minus_wwo,onxG,onxGA,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wwo
5303,1,53,53.0,2.2,0.6,1,53,0,0,0,3,0.0,0,0,0,0.0,-0.49,0.1,0.2,-0.1,-0.12,-0.26
5304,5,122,24.0,5.0,1.4,0,0,0,5,24,10,1.4,2,0,2,1.48,1.05,1.8,1.7,0.1,0.05,-0.09
5305,5,78,16.0,3.2,0.9,0,0,0,5,16,12,2.2,0,0,0,0.0,-0.5,0.5,1.4,-0.9,-1.06,-1.24
5306,2,44,22.0,1.8,0.5,0,0,0,2,22,0,1.5,1,2,-1,-2.05,-2.57,0.1,1.5,-1.5,-3.03,-3.22
5307,1,36,36.0,1.5,0.4,0,0,0,1,36,3,0.0,0,2,-2,-5.0,-5.56,0.0,1.5,-1.5,-3.86,-4.05
5308,1,12,12.0,0.5,0.1,0,0,0,1,12,8,0.0,0,1,-1,-7.5,-8.02,0.0,0.6,-0.6,-4.68,-4.83
5309,1,12,12.0,0.5,0.1,0,0,0,1,12,0,0.0,0,1,-1,-7.5,-8.02,0.0,0.6,-0.6,-4.68,-4.83
5310,1,5,5.0,0.2,0.1,0,0,0,1,5,1,0.0,0,1,-1,-18.0,-18.52,0.0,0.4,-0.4,-7.16,-7.31
5311,23,"2,070",90.0,85.2,23.0,23,90,23,0,0,4,1.61,28,20,8,0.35,0.1,24.7,27.9,-3.2,-0.14,-1.27
5312,24,"1,988",83.0,81.8,22.1,23,86,21,1,10,0,1.67,30,21,9,0.41,0.41,25.2,27.1,-1.9,-0.09,-0.75
5313,22,"1,755",80.0,72.2,19.5,21,80,9,1,66,1,1.59,23,19,4,0.21,-0.46,20.1,22.7,-2.6,-0.13,-0.66
5314,24,"1,708",71.0,70.3,19.0,20,81,10,4,24,1,1.58,21,14,7,0.37,0.12,21.2,22.5,-1.3,-0.07,-0.4
5315,18,"1,438",80.0,59.2,16.0,16,88,13,2,18,1,1.5,19,15,4,0.25,-0.2,17.6,18.8,-1.2,-0.08,-0.31
5316,18,"1,332",74.0,54.8,14.8,16,82,13,2,13,2,1.56,17,14,3,0.2,-0.29,20.1,16.4,3.7,0.25,0.44
5317,18,"1,391",77.0,57.2,15.5,15,86,12,3,35,1,1.83,22,9,13,0.84,1.19,21.3,15.9,5.4,0.35,0.69
5318,18,"1,341",75.0,55.2,14.9,15,83,7,3,34,0,1.33,15,15,0,0.0,-0.74,17.0,16.8,0.2,0.01,-0.08
5319,15,"1,212",81.0,49.9,13.5,14,86,11,1,9,8,2.07,19,11,8,0.59,0.52,15.4,13.8,1.7,0.12,0.15
5320,23,"1,327",58.0,54.6,14.7,13,86,6,10,21,4,1.87,18,9,9,0.61,0.61,17.5,13.1,4.3,0.29,0.53
5321,23,"1,231",54.0,50.7,13.7,13,71,2,10,30,0,1.61,15,8,7,0.51,0.36,14.6,12.0,2.6,0.19,0.29
5322,16,"1,068",67.0,44.0,11.9,13,75,3,3,29,7,1.38,11,13,-2,-0.17,-0.9,13.4,16.0,-2.6,-0.22,-0.48
5323,15,892,59.0,36.7,9.9,12,70,3,3,16,2,1.53,11,12,-1,-0.1,-0.69,11.7,12.3,-0.6,-0.06,-0.18
5324,15,"1,005",67.0,41.4,11.2,11,84,7,4,19,9,1.6,11,8,3,0.27,-0.11,10.2,8.7,1.5,0.14,0.14
5325,11,825,75.0,34.0,9.2,11,75,3,0,0,1,1.64,9,6,3,0.33,-0.01,7.2,8.1,-0.9,-0.1,-0.23
5326,19,976,51.0,40.2,10.8,10,74,3,9,27,2,1.68,13,11,2,0.18,-0.25,12.8,8.9,3.9,0.36,0.51
5327,15,971,65.0,40.0,10.8,9,90,9,6,27,11,1.8,14,11,3,0.28,-0.09,11.4,10.5,0.9,0.08,0.05
5328,12,708,59.0,29.1,7.9,8,74,3,4,30,1,1.33,10,10,0,0.0,-0.47,10.1,9.6,0.5,0.06,0.01
5329,15,559,37.0,23.0,6.2,8,57,0,7,14,9,1.47,8,3,5,0.81,0.61,7.4,7.1,0.3,0.05,-0.01
5330,10,504,50.0,20.7,5.6,6,69,1,4,23,4,1.6,9,6,3,0.54,0.26,5.5,5.6,-0.1,-0.01,-0.08
5331,10,463,46.0,19.1,5.1,5,67,2,5,26,13,1.7,8,6,2,0.39,0.07,5.7,5.7,-0.1,-0.01,-0.08
5332,13,435,33.0,17.9,4.8,4,71,0,9,17,7,1.69,8,4,4,0.83,0.6,5.8,4.3,1.5,0.3,0.31
5333,4,360,90.0,14.8,4.0,4,90,4,0,0,23,1.75,5,4,1,0.25,-0.1,5.9,1.4,4.5,1.14,1.27
5334,4,204,51.0,8.4,2.3,3,63,2,1,16,9,1.0,2,1,1,0.44,0.12,2.1,3.2,-1.2,-0.52,-0.62
5335,14,340,24.0,14.0,3.8,2,55,0,12,19,7,1.86,7,4,3,0.79,0.54,5.2,3.5,1.7,0.45,0.47
5336,7,144,21.0,5.9,1.6,1,45,0,6,17,8,2.29,2,2,0,0.0,-0.35,1.8,2.2,-0.4,-0.23,-0.3
5337,1,90,90.0,3.7,1.0,1,90,1,0,0,6,0.0,0,4,-4,-4.0,-4.5,0.3,2.9,-2.6,-2.63,-2.78
5338,6,106,18.0,4.4,1.2,0,0,0,6,18,1,1.67,3,2,1,0.85,0.54,1.5,1.6,-0.1,-0.08,-0.14
5339,2,46,23.0,1.9,0.5,0,0,0,2,23,5,2.0,1,0,1,1.96,1.65,1.0,0.1,0.9,1.83,1.81
5340,4,32,8.0,1.3,0.4,0,0,0,4,8,16,3.0,0,1,-1,-2.81,-3.19,0.2,1.0,-0.8,-2.22,-2.3
5341,1,22,22.0,0.9,0.2,0,0,0,1,22,8,1.0,1,0,1,4.09,3.79,0.8,0.1,0.8,3.21,3.18
5342,1,9,9.0,0.4,0.1,0,0,0,1,9,4,3.0,0,0,0,0.0,-0.33,0.1,0.0,0.1,0.61,0.56
5343,26,"2,340",90.0,96.3,26.0,26,90,26,0,0,0,1.5,32,29,3,0.12,-3.88,30.7,33.2,-2.5,-0.09,-1.83
5344,26,"2,246",86.0,92.4,25.0,26,86,21,0,0,0,1.62,35,25,10,0.4,1.87,31.8,30.2,1.6,0.06,1.19
5345,25,"2,073",83.0,85.3,23.0,25,83,14,0,0,0,1.64,29,23,6,0.26,0.01,28.1,28.3,-0.2,-0.01,0.12
5346,24,"2,016",84.0,83.0,22.4,24,84,15,0,0,0,1.46,28,26,2,0.09,-1.0,25.4,27.8,-2.4,-0.11,-0.47
5347,24,"2,004",84.0,82.5,22.3,24,84,18,0,0,0,1.71,30,22,8,0.36,0.57,27.5,26.4,1.1,0.05,0.43
5348,23,"2,070",90.0,85.2,23.0,23,90,23,0,0,4,1.52,31,23,8,0.35,0.6,29.5,28.3,1.2,0.05,0.52
5349,23,"1,895",82.0,78.0,21.1,23,82,18,0,0,0,1.65,30,19,11,0.52,1.2,27.4,24.4,3.0,0.14,0.78
5350,23,"1,823",79.0,75.0,20.3,22,81,10,1,45,0,1.48,30,20,10,0.49,0.94,27.7,23.3,4.3,0.21,0.96
5351,23,"1,781",77.0,73.3,19.8,22,80,7,1,29,0,1.52,26,17,9,0.45,0.73,24.1,20.8,3.4,0.17,0.74
5352,19,"1,236",65.0,50.9,13.7,16,73,2,3,23,0,1.53,18,18,0,0.0,-0.53,17.0,18.3,-1.4,-0.1,-0.15
5353,19,"1,121",59.0,46.1,12.5,12,77,3,7,27,4,1.47,20,10,10,0.8,1.01,15.3,13.9,1.4,0.11,0.26
5354,18,"1,065",59.0,43.8,11.8,11,87,10,7,15,9,1.67,16,12,4,0.34,0.14,11.9,13.3,-1.5,-0.12,-0.17
5355,13,926,71.0,38.1,10.3,10,82,7,3,37,2,1.77,17,7,10,0.97,1.15,11.6,10.4,1.3,0.12,0.24
5356,17,810,48.0,33.3,9.0,7,81,4,10,24,5,1.65,13,17,-4,-0.44,-1.06,12.3,13.6,-1.3,-0.14,-0.17
5357,11,559,51.0,23.0,6.2,7,72,3,4,15,5,1.64,9,7,2,0.32,0.08,7.1,7.9,-0.9,-0.14,-0.15
5358,11,484,44.0,19.9,5.4,4,89,3,7,18,16,1.0,5,9,-4,-0.74,-1.25,5.6,8.8,-3.2,-0.59,-0.7
5359,4,360,90.0,14.8,4.0,4,90,4,0,0,7,1.75,5,6,-1,-0.25,-0.6,3.4,5.3,-1.9,-0.47,-0.52
5360,4,190,48.0,7.8,2.1,4,48,0,0,0,7,2.0,3,2,1,0.47,0.23,3.0,2.9,0.1,0.03,0.06
5361,11,409,37.0,16.8,4.5,3,90,2,8,18,16,2.09,8,3,5,1.1,1.01,7.5,5.6,1.9,0.42,0.54
5362,7,206,29.0,8.5,2.3,1,90,1,6,19,18,1.57,1,6,-5,-2.18,-2.67,1.1,4.0,-2.9,-1.25,-1.34
5363,8,146,18.0,6.0,1.6,1,90,1,7,8,18,1.63,2,1,1,0.62,0.38,1.7,2.1,-0.4,-0.22,-0.21
5364,8,137,17.0,5.6,1.5,1,45,0,7,13,10,2.0,2,0,2,1.31,1.12,3.1,1.7,1.4,0.94,1.02
5365,5,126,25.0,5.2,1.4,1,61,0,4,16,18,1.2,1,2,-1,-0.71,-1.03,1.0,2.4,-1.5,-1.06,-1.09
5366,14,346,25.0,14.2,3.8,0,0,0,14,25,13,1.64,4,6,-2,-0.52,-0.91,5.2,8.0,-2.8,-0.73,-0.82
5367,9,153,17.0,6.3,1.7,0,0,0,9,17,12,1.78,1,1,0,0.0,-0.28,1.5,2.9,-1.4,-0.82,-0.85
5368,4,134,34.0,5.5,1.5,0,0,0,4,34,11,1.75,0,4,-4,-2.69,-3.12,0.6,2.5,-1.8,-1.23,-1.28
5369,1,19,19.0,0.8,0.2,0,0,0,1,19,12,3.0,0,0,0,0.0,-0.26,0.2,0.5,-0.2,-1.11,-1.09
5370,26,"2,340",90.0,96.3,26.0,26,90,26,0,0,0,1.46,33,30,3,0.12,-1.88,29.6,33.6,-3.9,-0.15,-0.46
5371,26,"2,340",90.0,96.3,26.0,26,90,26,0,0,1,1.46,35,32,3,0.12,-1.88,30.6,34.0,-3.4,-0.13,0.08
5372,26,"2,134",82.0,87.8,23.7,26,82,15,0,0,0,1.58,32,26,6,0.25,0.56,26.4,30.6,-4.2,-0.18,-0.37
5373,26,"2,099",81.0,86.4,23.3,25,83,15,1,28,0,1.46,30,30,0,0.0,-1.36,25.4,31.0,-5.5,-0.24,-0.76
5374,24,"2,081",87.0,85.6,23.1,24,87,20,0,0,2,1.54,30,25,5,0.22,0.22,26.5,29.4,-2.9,-0.13,0.05
5375,26,"2,094",81.0,86.2,23.3,23,87,20,3,34,0,1.54,35,28,7,0.3,0.84,28.0,29.2,-1.3,-0.05,0.57
5376,26,"1,774",68.0,73.0,19.7,21,77,5,5,29,0,1.58,25,25,0,0.0,-0.69,19.6,27.1,-7.5,-0.38,-0.92
5377,21,"1,526",73.0,62.8,17.0,20,75,6,1,28,5,1.62,28,21,7,0.41,0.61,21.7,21.9,-0.2,-0.01,0.33
5378,22,"1,639",75.0,67.4,18.2,18,81,11,4,44,1,1.64,26,20,6,0.33,0.44,24.8,25.1,-0.3,-0.01,0.37
5379,20,"1,318",66.0,54.2,14.6,18,69,1,2,43,4,1.45,23,17,6,0.41,0.49,17.4,19.8,-2.4,-0.17,-0.07
5380,21,"1,296",62.0,53.3,14.4,18,71,4,3,8,5,1.62,23,14,9,0.62,0.94,14.2,16.8,-2.6,-0.18,-0.1
5381,24,"1,430",60.0,58.8,15.9,16,79,8,8,22,3,1.42,21,18,3,0.19,0.01,17.2,19.9,-2.7,-0.17,-0.08
5382,20,"1,068",53.0,44.0,11.9,10,83,3,10,24,7,1.5,14,14,0,0.0,-0.33,14.6,14.3,0.4,0.03,0.29
5383,12,608,51.0,25.0,6.8,7,72,3,5,21,9,1.92,7,7,0,0.0,-0.25,5.3,7.0,-1.7,-0.25,-0.15
5384,10,478,48.0,19.7,5.3,4,82,3,6,25,10,1.91,9,9,0,0.0,-0.23,6.5,7.2,-0.7,-0.13,0.0
5385,16,514,32.0,21.2,5.7,3,66,0,13,24,6,1.5,8,4,4,0.7,0.65,8.0,6.0,2.0,0.34,0.61
5386,3,223,74.0,9.2,2.5,3,74,2,0,0,0,2.0,2,0,2,0.81,0.68,2.5,2.2,0.3,0.11,0.27
5387,20,468,23.0,19.3,5.2,2,75,0,18,18,6,1.65,4,8,-4,-0.77,-1.18,6.3,7.0,-0.7,-0.14,0.0
5388,17,350,21.0,14.4,3.9,2,74,1,15,13,9,1.41,9,6,3,0.77,0.68,7.0,3.3,3.6,0.93,1.25
5389,10,183,18.0,7.5,2.0,1,47,0,9,15,17,1.2,3,4,-1,-0.49,-0.73,2.2,3.5,-1.3,-0.66,-0.57
5390,2,104,52.0,4.3,1.2,1,90,1,1,14,19,2.0,2,2,0,0.0,-0.19,1.2,1.9,-0.7,-0.6,-0.49
5391,5,93,19.0,3.8,1.0,1,33,0,4,15,6,1.2,1,1,0,0.0,-0.19,0.6,0.9,-0.3,-0.24,-0.11
5392,3,92,31.0,3.8,1.0,1,71,0,2,11,10,1.33,0,2,-2,-1.96,-2.23,0.4,1.5,-1.1,-1.03,-0.94
5393,1,90,90.0,3.7,1.0,1,90,1,0,0,26,3.0,4,2,2,2.0,1.88,1.5,1.2,0.3,0.31,0.46
5394,10,175,18.0,7.2,1.9,0,0,0,10,18,13,1.4,3,3,0,0.0,-0.2,3.8,3.3,0.6,0.3,0.47
5395,1,45,45.0,1.9,0.5,0,0,0,1,45,9,0.0,0,1,-1,-2.0,-2.23,0.2,0.8,-0.7,-1.37,-1.26
5396,1,20,20.0,0.8,0.2,0,0,0,1,20,9,1.0,1,0,1,4.5,4.35,0.2,0.0,0.2,0.89,1.04
5397,1,19,19.0,0.8,0.2,0,0,0,1,19,2,0.0,0,1,-1,-4.74,-4.96,0.1,0.9,-0.9,-4.05,-3.95
5398,24,"2,146",89.0,88.3,23.8,24,89,23,0,0,3,1.63,29,16,13,0.55,1.81,34.8,21.1,13.7,0.58,0.68
5399,25,"1,773",71.0,73.0,19.7,21,80,10,4,25,0,1.48,27,15,12,0.61,1.02,29.5,18.6,10.9,0.55,0.21
5400,20,"1,728",86.0,71.1,19.2,20,86,18,0,0,0,1.45,22,14,8,0.42,0.29,27.9,18.4,9.5,0.49,-0.01
5401,25,"1,581",63.0,65.1,17.6,19,74,6,6,31,2,1.56,25,11,14,0.8,1.33,28.0,14.5,13.6,0.77,0.79
5402,23,"1,558",68.0,64.1,17.3,19,78,3,4,21,1,1.48,22,11,11,0.64,0.84,24.8,14.2,10.6,0.61,0.32
5403,24,"1,619",67.0,66.6,18.0,17,83,8,7,29,1,1.54,25,13,12,0.67,1.0,25.6,15.8,9.9,0.55,0.16
5404,21,"1,567",75.0,64.5,17.4,16,89,15,5,29,4,1.62,21,10,11,0.63,0.84,24.0,16.7,7.3,0.42,-0.22
5405,15,"1,238",83.0,50.9,13.8,15,83,12,0,0,1,1.6,14,11,3,0.22,-0.23,19.6,11.0,8.6,0.62,0.26
5406,24,"1,308",55.0,53.8,14.5,14,70,2,10,32,1,1.5,18,9,9,0.62,0.62,23.9,13.3,10.7,0.73,0.51
5407,14,"1,260",90.0,51.9,14.0,14,90,14,0,0,13,1.29,19,15,4,0.29,-0.1,23.3,11.4,11.9,0.85,0.73
5408,21,"1,282",61.0,52.8,14.2,13,79,8,8,31,1,1.62,16,12,4,0.28,-0.11,18.2,13.0,5.3,0.37,-0.27
5409,13,"1,170",90.0,48.1,13.0,13,90,13,0,0,14,1.69,12,7,5,0.38,0.1,16.0,14.5,1.5,0.12,-0.73
5410,19,"1,164",61.0,47.9,12.9,12,83,8,7,24,1,1.63,13,9,4,0.31,-0.05,18.2,13.0,5.2,0.4,-0.18
5411,13,"1,091",84.0,44.9,12.1,12,87,11,1,45,14,1.46,14,8,6,0.49,0.29,16.3,13.1,3.2,0.26,-0.42
5412,19,910,48.0,37.4,10.1,12,65,1,7,18,8,1.37,5,7,-2,-0.2,-0.85,14.7,8.7,6.0,0.59,0.15
5413,16,853,53.0,35.1,9.5,9,80,6,7,19,11,1.69,10,11,-1,-0.11,-0.68,12.0,10.6,1.4,0.15,-0.53
5414,20,783,39.0,32.2,8.7,8,70,2,12,19,6,1.15,8,13,-5,-0.57,-1.34,12.8,11.6,1.1,0.13,-0.54
5415,19,771,41.0,31.7,8.6,8,59,0,11,27,8,1.47,10,10,0,0.0,-0.49,11.4,7.5,3.9,0.46,-0.06
5416,18,658,37.0,27.1,7.3,7,60,0,11,21,7,1.17,7,10,-3,-0.41,-1.02,10.5,9.8,0.7,0.1,-0.54
5417,9,519,58.0,21.4,5.8,7,68,1,2,21,11,1.22,6,9,-3,-0.52,-1.09,9.4,6.4,3.0,0.52,0.03
5418,7,384,55.0,15.8,4.3,5,74,3,2,8,20,1.14,2,8,-6,-1.41,-2.07,5.9,6.6,-0.6,-0.15,-0.77
5419,5,350,70.0,14.4,3.9,5,70,2,0,0,13,1.4,3,2,1,0.26,-0.09,4.8,3.6,1.1,0.29,-0.24
5420,5,369,74.0,15.2,4.1,4,90,4,1,9,18,1.2,3,3,0,0.0,-0.39,5.0,3.3,1.7,0.4,-0.11
5421,13,313,24.0,12.9,3.5,2,62,0,11,17,8,1.46,2,1,1,0.29,-0.05,7.1,3.2,3.9,1.13,0.72
5422,7,193,28.0,7.9,2.1,1,90,1,6,17,4,1.57,4,5,-1,-0.47,-0.87,3.8,3.3,0.5,0.24,-0.28
5423,1,45,45.0,1.9,0.5,0,0,0,1,45,2,0.0,2,2,0,0.0,-0.34,2.5,1.1,1.3,2.64,2.19
5424,27,"2,430",90.0,100.0,27.0,27,90,27,0,0,0,1.37,25,27,-2,-0.07,0.0,27.1,33.0,-5.9,-0.22,0.0
5425,26,"2,222",85.0,91.4,24.7,26,85,21,0,0,1,1.38,21,25,-4,-0.16,-1.03,24.5,31.6,-7.1,-0.29,-0.77
5426,25,"2,224",89.0,91.5,24.7,25,89,19,0,0,0,1.36,24,24,0,0.0,0.87,25.3,29.7,-4.4,-0.18,0.52
5427,27,"1,937",72.0,79.7,21.5,25,76,6,2,20,0,1.37,20,22,-2,-0.09,-0.09,20.6,26.5,-5.9,-0.28,-0.28
5428,24,"2,159",90.0,88.8,24.0,24,90,23,0,0,0,1.29,21,25,-4,-0.17,-0.83,24.6,29.1,-4.5,-0.19,0.29
5429,25,"1,874",75.0,77.1,20.8,23,79,8,2,27,1,1.32,20,20,0,0.0,0.32,21.9,24.6,-2.7,-0.13,0.39
5430,22,"1,903",87.0,78.3,21.1,22,87,19,0,0,4,1.59,22,20,2,0.09,0.78,21.0,23.3,-2.4,-0.11,0.49
5431,25,"1,737",69.0,71.5,19.3,22,76,3,3,23,0,1.44,18,15,3,0.16,0.8,19.7,21.5,-1.8,-0.09,0.44
5432,26,"1,763",68.0,72.6,19.6,19,82,7,7,29,1,1.38,20,16,4,0.2,1.01,20.3,22.1,-1.8,-0.09,0.46
5433,23,"1,470",64.0,60.5,16.3,17,80,8,6,19,3,1.39,17,18,-1,-0.06,0.03,17.1,18.9,-1.8,-0.11,0.28
5434,21,"1,266",60.0,52.1,14.1,13,84,9,8,21,3,1.48,12,16,-4,-0.28,-0.44,11.7,19.2,-7.5,-0.53,-0.66
5435,14,"1,073",77.0,44.2,11.9,12,86,10,2,23,7,1.86,12,7,5,0.42,0.88,11.7,11.5,0.2,0.02,0.42
5436,23,"1,033",45.0,42.5,11.5,9,78,0,14,24,3,1.39,9,14,-5,-0.44,-0.63,12.4,16.2,-3.9,-0.34,-0.21
5437,10,574,57.0,23.6,6.4,7,76,3,3,14,17,0.9,2,11,-9,-1.41,-1.75,6.0,9.6,-3.7,-0.58,-0.47
5438,18,494,27.0,20.3,5.5,5,72,0,13,10,9,1.72,2,5,-3,-0.55,-0.59,4.8,8.8,-4.0,-0.73,-0.64
5439,12,488,41.0,20.1,5.4,5,88,4,7,7,15,1.5,3,7,-4,-0.74,-0.83,5.5,9.3,-3.8,-0.7,-0.6
5440,3,270,90.0,11.1,3.0,3,90,3,0,0,14,2.0,4,2,2,0.67,0.83,2.5,3.9,-1.4,-0.47,-0.28
5441,8,246,31.0,10.1,2.7,3,61,0,5,12,7,1.13,2,4,-2,-0.73,-0.73,2.9,4.5,-1.6,-0.57,-0.39
5442,3,207,69.0,8.5,2.3,3,69,1,0,0,10,0.67,2,2,0,0.0,0.08,2.3,2.6,-0.3,-0.14,0.08
5443,15,381,25.0,15.7,4.2,2,75,1,13,18,6,1.33,6,4,2,0.47,0.65,4.9,5.9,-0.9,-0.22,0.0
5444,17,356,21.0,14.7,4.0,2,53,0,15,17,4,1.29,4,5,-1,-0.25,-0.21,3.2,3.9,-0.7,-0.19,0.04
5445,16,344,22.0,14.2,3.8,2,61,0,14,16,10,0.88,6,4,2,0.52,0.7,4.2,3.6,0.7,0.17,0.46
5446,4,166,42.0,6.8,1.8,1,90,1,3,25,22,1.75,3,2,1,0.54,0.66,2.4,1.3,1.1,0.59,0.86
5447,1,13,13.0,0.5,0.1,0,0,0,1,13,15,0.0,0,0,0,0.0,0.07,0.1,0.1,0.0,-0.33,-0.11
5448,1,2,2.0,0.1,0.0,0,0,0,1,2,3,0.0,0,0,0,0.0,0.07,0.0,0.0,0.0,0.65,0.87
5449,1,1,1.0,0.0,0.0,0,0,0,1,1,6,0.0,0,0,0,0.0,0.07,0.0,0.0,0.0,1.21,1.43
5450,24,"2,134",89.0,87.8,23.7,24,89,23,0,0,0,1.33,32,30,2,0.08,0.39,26.4,28.9,-2.5,-0.11,0.53
5451,26,"1,899",73.0,78.1,21.1,23,79,15,3,30,0,1.38,25,27,-2,-0.09,-0.6,22.0,23.6,-1.5,-0.07,0.45
5452,19,"1,648",87.0,67.8,18.3,19,87,18,0,0,2,1.11,22,26,-4,-0.22,-0.79,15.8,22.5,-6.7,-0.37,-0.61
5453,19,"1,597",84.0,65.7,17.7,19,84,15,0,0,0,1.53,25,16,9,0.51,1.37,21.3,21.4,-0.1,0.0,0.49
5454,24,"1,555",65.0,64.0,17.3,19,75,5,5,28,0,1.46,21,21,0,0.0,-0.1,16.2,20.4,-4.2,-0.24,-0.2
5455,21,"1,527",73.0,62.8,17.0,19,77,9,2,34,3,1.33,21,24,-3,-0.18,-0.58,19.5,16.5,3.0,0.18,0.94
5456,25,"1,509",60.0,62.1,16.8,18,68,3,7,40,1,1.36,28,20,8,0.48,1.16,23.1,20.8,2.3,0.14,0.81
5457,20,"1,452",73.0,59.8,16.1,17,80,6,3,31,0,1.35,24,22,2,0.12,0.22,17.4,16.3,1.1,0.07,0.59
5458,16,"1,398",87.0,57.5,15.5,16,87,13,0,0,2,1.75,23,15,8,0.52,1.13,17.5,14.9,2.6,0.17,0.8
5459,16,"1,337",84.0,55.0,14.9,16,84,13,0,0,2,1.63,21,16,5,0.34,0.67,18.8,17.4,1.4,0.1,0.59
5460,22,"1,297",59.0,53.4,14.4,16,74,5,6,19,5,1.36,21,16,5,0.35,0.66,19.2,22.6,-3.5,-0.24,-0.15
5461,14,"1,015",73.0,41.8,11.3,13,74,5,1,56,0,1.57,17,12,5,0.44,0.7,13.0,10.3,2.7,0.24,0.7
5462,15,"1,001",67.0,41.2,11.1,12,80,1,3,12,6,0.0,18,15,3,0.27,0.4,14.7,14.5,0.2,0.02,0.33
5463,12,831,69.0,34.2,9.2,8,90,8,4,28,9,1.25,11,17,-6,-0.65,-1.04,10.6,13.1,-2.5,-0.27,-0.15
5464,10,661,66.0,27.2,7.3,8,80,5,2,12,9,1.7,11,6,5,0.68,0.88,7.2,10.1,-2.9,-0.4,-0.31
5465,17,653,38.0,26.9,7.3,6,68,0,11,22,8,1.24,8,13,-5,-0.69,-0.99,8.6,13.7,-5.1,-0.7,-0.73
5466,8,583,73.0,24.0,6.5,6,83,5,2,44,15,1.25,6,8,-2,-0.31,-0.45,8.4,9.3,-0.9,-0.14,0.04
5467,7,451,64.0,18.6,5.0,6,72,3,1,18,0,2.0,6,3,3,0.6,0.69,4.1,4.3,-0.2,-0.04,0.16
5468,15,581,39.0,23.9,6.5,5,77,2,10,20,1,1.67,7,7,0,0.0,-0.05,8.6,8.0,0.7,0.1,0.36
5469,11,466,42.0,19.2,5.2,4,79,0,7,22,3,1.27,7,6,1,0.19,0.19,7.4,9.2,-1.8,-0.35,-0.22
5470,7,342,49.0,14.1,3.8,4,73,0,3,17,5,0.71,3,9,-6,-1.58,-1.88,2.4,5.3,-2.9,-0.76,-0.69
5471,11,451,41.0,18.6,5.0,3,90,3,8,23,5,0.73,4,12,-8,-1.6,-2.01,4.8,10.2,-5.3,-1.06,-1.09
5472,7,437,62.0,18.0,4.9,3,90,3,4,42,9,1.71,9,10,-1,-0.21,-0.3,6.3,7.6,-1.3,-0.26,-0.11
5473,4,296,74.0,12.2,3.3,3,90,3,1,26,23,1.25,4,5,-1,-0.3,-0.39,4.0,6.0,-2.1,-0.64,-0.53
5474,3,270,90.0,11.1,3.0,3,90,3,0,0,1,1.33,5,4,1,0.33,0.33,3.4,6.3,-2.8,-0.94,-0.86
5475,9,401,45.0,16.5,4.5,2,82,0,7,34,12,0.56,5,8,-3,-0.67,-0.85,3.1,9.2,-6.0,-1.35,-1.41
5476,5,174,35.0,7.2,1.9,2,71,0,3,11,3,1.6,3,3,0,0.0,-0.04,1.8,4.0,-2.3,-1.16,-1.07
5477,6,145,24.0,6.0,1.6,1,66,0,5,16,21,1.0,0,2,-2,-1.24,-1.36,1.3,1.1,0.3,0.16,0.35
5478,5,90,18.0,3.7,1.0,1,34,0,4,14,6,0.4,0,2,-2,-2.0,-2.12,0.6,3.1,-2.5,-2.52,-2.44
5479,1,35,35.0,1.4,0.4,1,35,0,0,0,1,0.0,0,0,0,0.0,-0.04,0.0,0.5,-0.5,-1.27,-1.12
5480,5,113,23.0,4.7,1.3,0,0,0,5,23,11,0.4,2,2,0,0.0,-0.04,1.9,4.3,-2.4,-1.92,-1.83
5481,5,53,11.0,2.2,0.6,0,0,0,5,11,5,1.8,0,1,-1,-1.7,-1.77,0.7,2.1,-1.3,-2.28,-2.16
5482,3,47,16.0,1.9,0.5,0,0,0,3,16,8,2.0,2,0,2,3.83,3.87,1.3,0.0,1.3,2.43,2.65
5483,3,34,11.0,1.4,0.4,0,0,0,3,11,4,0.0,1,1,0,0.0,-0.04,0.6,2.2,-1.6,-4.2,-4.08
5484,1,12,12.0,0.5,0.1,0,0,0,1,12,2,0.0,1,0,1,7.5,7.5,0.2,0.0,0.2,1.2,1.38
5485,1,6,6.0,0.2,0.1,0,0,0,1,6,0,0.0,0,0,0,0.0,-0.04,0.2,0.0,0.2,3.35,3.53
5486,27,"2,413",89.0,99.3,26.8,27,89,25,0,0,0,1.33,20,25,-5,-0.19,5.11,24.3,31.6,-7.2,-0.27,-0.73
5487,27,"2,381",88.0,98.0,26.5,27,88,21,0,0,0,1.33,20,26,-6,-0.23,-0.23,24.1,31.1,-7.0,-0.27,-0.09
5488,26,"2,292",88.0,94.3,25.5,26,88,25,0,0,0,1.27,19,24,-5,-0.2,0.46,22.7,29.4,-6.7,-0.26,-0.01
5489,26,"2,141",82.0,88.1,23.8,25,85,11,1,10,0,1.35,18,24,-6,-0.25,-0.25,20.0,27.8,-7.8,-0.33,-0.54
5490,24,"2,071",86.0,85.2,23.0,24,86,21,0,0,0,1.5,20,20,0,0.0,1.5,22.6,23.1,-0.5,-0.02,1.63
5491,24,"1,820",76.0,74.9,20.2,22,79,4,2,41,1,1.33,17,15,2,0.1,1.28,17.9,21.7,-3.8,-0.19,0.3
